   lamda    c0    c1    c2
  288.9900    0.0000E+00    0.0000E+00    0.0000E+00
  289.0000    0.0000E+00    0.0000E+00    0.0000E+00
  289.0100    0.0000E+00    0.0000E+00    0.0000E+00
  289.0200    0.0000E+00    0.0000E+00    0.0000E+00
  289.0300    0.0000E+00    0.0000E+00    0.0000E+00
  289.0400    0.0000E+00    0.0000E+00    0.0000E+00
  289.0500    0.0000E+00    0.0000E+00    0.0000E+00
  289.0600    0.0000E+00    0.0000E+00    0.0000E+00
  289.0700    0.0000E+00    0.0000E+00    0.0000E+00
  289.0800    0.0000E+00    0.0000E+00    0.0000E+00
  289.0900    0.0000E+00    0.0000E+00    0.0000E+00
  289.1000    0.0000E+00    0.0000E+00    0.0000E+00
  289.1100    0.0000E+00    0.0000E+00    0.0000E+00
  289.1200    0.0000E+00    0.0000E+00    0.0000E+00
  289.1300    0.0000E+00    0.0000E+00    0.0000E+00
  289.1400    0.0000E+00    0.0000E+00    0.0000E+00
  289.1500    0.0000E+00    0.0000E+00    0.0000E+00
  289.1600    0.0000E+00    0.0000E+00    0.0000E+00
  289.1700    0.0000E+00    0.0000E+00    0.0000E+00
  289.1800    0.0000E+00    0.0000E+00    0.0000E+00
  289.1900    0.0000E+00    0.0000E+00    0.0000E+00
  289.2000    0.0000E+00    0.0000E+00    0.0000E+00
  289.2100    0.0000E+00    0.0000E+00    0.0000E+00
  289.2200    0.0000E+00    0.0000E+00    0.0000E+00
  289.2300    0.0000E+00    0.0000E+00    0.0000E+00
  289.2400    0.0000E+00    0.0000E+00    0.0000E+00
  289.2500    0.0000E+00    0.0000E+00    0.0000E+00
  289.2600    0.0000E+00    0.0000E+00    0.0000E+00
  289.2700    0.0000E+00    0.0000E+00    0.0000E+00
  289.2800    0.0000E+00    0.0000E+00    0.0000E+00
  289.2900    0.0000E+00    0.0000E+00    0.0000E+00
  289.3000    0.0000E+00    0.0000E+00    0.0000E+00
  289.3100    0.0000E+00    0.0000E+00    0.0000E+00
  289.3200    0.0000E+00    0.0000E+00    0.0000E+00
  289.3300    0.0000E+00    0.0000E+00    0.0000E+00
  289.3400    0.0000E+00    0.0000E+00    0.0000E+00
  289.3500    0.0000E+00    0.0000E+00    0.0000E+00
  289.3600    0.0000E+00    0.0000E+00    0.0000E+00
  289.3700    0.0000E+00    0.0000E+00    0.0000E+00
  289.3800    0.0000E+00    0.0000E+00    0.0000E+00
  289.3900    0.0000E+00    0.0000E+00    0.0000E+00
  289.4000    0.0000E+00    0.0000E+00    0.0000E+00
  289.4100    0.0000E+00    0.0000E+00    0.0000E+00
  289.4200    0.0000E+00    0.0000E+00    0.0000E+00
  289.4300    0.0000E+00    0.0000E+00    0.0000E+00
  289.4400    0.0000E+00    0.0000E+00    0.0000E+00
  289.4500    0.0000E+00    0.0000E+00    0.0000E+00
  289.4600    0.0000E+00    0.0000E+00    0.0000E+00
  289.4700    0.0000E+00    0.0000E+00    0.0000E+00
  289.4800    0.0000E+00    0.0000E+00    0.0000E+00
  289.4900    0.0000E+00    0.0000E+00    0.0000E+00
  289.5000    0.0000E+00    0.0000E+00    0.0000E+00
  289.5100    0.0000E+00    0.0000E+00    0.0000E+00
  289.5200    0.0000E+00    0.0000E+00    0.0000E+00
  289.5300    0.0000E+00    0.0000E+00    0.0000E+00
  289.5400    0.0000E+00    0.0000E+00    0.0000E+00
  289.5500    0.0000E+00    0.0000E+00    0.0000E+00
  289.5600    0.0000E+00    0.0000E+00    0.0000E+00
  289.5700    0.0000E+00    0.0000E+00    0.0000E+00
  289.5800    0.0000E+00    0.0000E+00    0.0000E+00
  289.5900    0.0000E+00    0.0000E+00    0.0000E+00
  289.6000    0.0000E+00    0.0000E+00    0.0000E+00
  289.6100    0.0000E+00    0.0000E+00    0.0000E+00
  289.6200    0.0000E+00    0.0000E+00    0.0000E+00
  289.6300    0.0000E+00    0.0000E+00    0.0000E+00
  289.6400    0.0000E+00    0.0000E+00    0.0000E+00
  289.6500    0.0000E+00    0.0000E+00    0.0000E+00
  289.6600    0.0000E+00    0.0000E+00    0.0000E+00
  289.6700    0.0000E+00    0.0000E+00    0.0000E+00
  289.6800    0.0000E+00    0.0000E+00    0.0000E+00
  289.6900    0.0000E+00    0.0000E+00    0.0000E+00
  289.7000    0.0000E+00    0.0000E+00    0.0000E+00
  289.7100    0.0000E+00    0.0000E+00    0.0000E+00
  289.7200    0.0000E+00    0.0000E+00    0.0000E+00
  289.7300    0.0000E+00    0.0000E+00    0.0000E+00
  289.7400    0.0000E+00    0.0000E+00    0.0000E+00
  289.7500    0.0000E+00    0.0000E+00    0.0000E+00
  289.7600    0.0000E+00    0.0000E+00    0.0000E+00
  289.7700    0.0000E+00    0.0000E+00    0.0000E+00
  289.7800    0.0000E+00    0.0000E+00    0.0000E+00
  289.7900    0.0000E+00    0.0000E+00    0.0000E+00
  289.8000    0.0000E+00    0.0000E+00    0.0000E+00
  289.8100    0.0000E+00    0.0000E+00    0.0000E+00
  289.8200    0.0000E+00    0.0000E+00    0.0000E+00
  289.8300    0.0000E+00    0.0000E+00    0.0000E+00
  289.8400    0.0000E+00    0.0000E+00    0.0000E+00
  289.8500    0.0000E+00    0.0000E+00    0.0000E+00
  289.8600    0.0000E+00    0.0000E+00    0.0000E+00
  289.8700    0.0000E+00    0.0000E+00    0.0000E+00
  289.8800    0.0000E+00    0.0000E+00    0.0000E+00
  289.8900    0.0000E+00    0.0000E+00    0.0000E+00
  289.9000    0.0000E+00    0.0000E+00    0.0000E+00
  289.9100    0.0000E+00    0.0000E+00    0.0000E+00
  289.9200    0.0000E+00    0.0000E+00    0.0000E+00
  289.9300    0.0000E+00    0.0000E+00    0.0000E+00
  289.9400    0.0000E+00    0.0000E+00    0.0000E+00
  289.9500    0.0000E+00    0.0000E+00    0.0000E+00
  289.9600    0.0000E+00    0.0000E+00    0.0000E+00
  289.9700    0.0000E+00    0.0000E+00    0.0000E+00
  289.9800    0.0000E+00    0.0000E+00    0.0000E+00
  289.9900    0.0000E+00    0.0000E+00    0.0000E+00
  290.0000    0.0000E+00    0.0000E+00    0.0000E+00
  290.0100    0.0000E+00    0.0000E+00    0.0000E+00
  290.0200    0.0000E+00    0.0000E+00    0.0000E+00
  290.0300    0.0000E+00    0.0000E+00    0.0000E+00
  290.0400    0.0000E+00    0.0000E+00    0.0000E+00
  290.0500    0.0000E+00    0.0000E+00    0.0000E+00
  290.0600    0.0000E+00    0.0000E+00    0.0000E+00
  290.0700    0.0000E+00    0.0000E+00    0.0000E+00
  290.0800    0.0000E+00    0.0000E+00    0.0000E+00
  290.0900    0.0000E+00    0.0000E+00    0.0000E+00
  290.1000    0.0000E+00    0.0000E+00    0.0000E+00
  290.1100    0.0000E+00    0.0000E+00    0.0000E+00
  290.1200    0.0000E+00    0.0000E+00    0.0000E+00
  290.1300    0.0000E+00    0.0000E+00    0.0000E+00
  290.1400    0.0000E+00    0.0000E+00    0.0000E+00
  290.1500    0.0000E+00    0.0000E+00    0.0000E+00
  290.1600    0.0000E+00    0.0000E+00    0.0000E+00
  290.1700    0.0000E+00    0.0000E+00    0.0000E+00
  290.1800    0.0000E+00    0.0000E+00    0.0000E+00
  290.1900    0.0000E+00    0.0000E+00    0.0000E+00
  290.2000    0.0000E+00    0.0000E+00    0.0000E+00
  290.2100    0.0000E+00    0.0000E+00    0.0000E+00
  290.2200    0.0000E+00    0.0000E+00    0.0000E+00
  290.2300    0.0000E+00    0.0000E+00    0.0000E+00
  290.2400    0.0000E+00    0.0000E+00    0.0000E+00
  290.2500    0.0000E+00    0.0000E+00    0.0000E+00
  290.2600    0.0000E+00    0.0000E+00    0.0000E+00
  290.2700    0.0000E+00    0.0000E+00    0.0000E+00
  290.2800    0.0000E+00    0.0000E+00    0.0000E+00
  290.2900    0.0000E+00    0.0000E+00    0.0000E+00
  290.3000    0.0000E+00    0.0000E+00    0.0000E+00
  290.3100    0.0000E+00    0.0000E+00    0.0000E+00
  290.3200    0.0000E+00    0.0000E+00    0.0000E+00
  290.3300    0.0000E+00    0.0000E+00    0.0000E+00
  290.3400    0.0000E+00    0.0000E+00    0.0000E+00
  290.3500    0.0000E+00    0.0000E+00    0.0000E+00
  290.3600    0.0000E+00    0.0000E+00    0.0000E+00
  290.3700    0.0000E+00    0.0000E+00    0.0000E+00
  290.3800    0.0000E+00    0.0000E+00    0.0000E+00
  290.3900    0.0000E+00    0.0000E+00    0.0000E+00
  290.4000    0.0000E+00    0.0000E+00    0.0000E+00
  290.4100    0.0000E+00    0.0000E+00    0.0000E+00
  290.4200    0.0000E+00    0.0000E+00    0.0000E+00
  290.4300    0.0000E+00    0.0000E+00    0.0000E+00
  290.4400    0.0000E+00    0.0000E+00    0.0000E+00
  290.4500    0.0000E+00    0.0000E+00    0.0000E+00
  290.4600    0.0000E+00    0.0000E+00    0.0000E+00
  290.4700    0.0000E+00    0.0000E+00    0.0000E+00
  290.4800    0.0000E+00    0.0000E+00    0.0000E+00
  290.4900    0.0000E+00    0.0000E+00    0.0000E+00
  290.5000    0.0000E+00    0.0000E+00    0.0000E+00
  290.5100    0.0000E+00    0.0000E+00    0.0000E+00
  290.5200    0.0000E+00    0.0000E+00    0.0000E+00
  290.5300    0.0000E+00    0.0000E+00    0.0000E+00
  290.5400    0.0000E+00    0.0000E+00    0.0000E+00
  290.5500    0.0000E+00    0.0000E+00    0.0000E+00
  290.5600    0.0000E+00    0.0000E+00    0.0000E+00
  290.5700    0.0000E+00    0.0000E+00    0.0000E+00
  290.5800    0.0000E+00    0.0000E+00    0.0000E+00
  290.5900    0.0000E+00    0.0000E+00    0.0000E+00
  290.6000    0.0000E+00    0.0000E+00    0.0000E+00
  290.6100    0.0000E+00    0.0000E+00    0.0000E+00
  290.6200    0.0000E+00    0.0000E+00    0.0000E+00
  290.6300    0.0000E+00    0.0000E+00    0.0000E+00
  290.6400    0.0000E+00    0.0000E+00    0.0000E+00
  290.6500    0.0000E+00    0.0000E+00    0.0000E+00
  290.6600    0.0000E+00    0.0000E+00    0.0000E+00
  290.6700    0.0000E+00    0.0000E+00    0.0000E+00
  290.6800    0.0000E+00    0.0000E+00    0.0000E+00
  290.6900    0.0000E+00    0.0000E+00    0.0000E+00
  290.7000    0.0000E+00    0.0000E+00    0.0000E+00
  290.7100    0.0000E+00    0.0000E+00    0.0000E+00
  290.7200    0.0000E+00    0.0000E+00    0.0000E+00
  290.7300    0.0000E+00    0.0000E+00    0.0000E+00
  290.7400    0.0000E+00    0.0000E+00    0.0000E+00
  290.7500    0.0000E+00    0.0000E+00    0.0000E+00
  290.7600    0.0000E+00    0.0000E+00    0.0000E+00
  290.7700    0.0000E+00    0.0000E+00    0.0000E+00
  290.7800    0.0000E+00    0.0000E+00    0.0000E+00
  290.7900    0.0000E+00    0.0000E+00    0.0000E+00
  290.8000    0.0000E+00    0.0000E+00    0.0000E+00
  290.8100    0.0000E+00    0.0000E+00    0.0000E+00
  290.8200    0.0000E+00    0.0000E+00    0.0000E+00
  290.8300    0.0000E+00    0.0000E+00    0.0000E+00
  290.8400    0.0000E+00    0.0000E+00    0.0000E+00
  290.8500    0.0000E+00    0.0000E+00    0.0000E+00
  290.8600    0.0000E+00    0.0000E+00    0.0000E+00
  290.8700    0.0000E+00    0.0000E+00    0.0000E+00
  290.8800    0.0000E+00    0.0000E+00    0.0000E+00
  290.8900    0.0000E+00    0.0000E+00    0.0000E+00
  290.9000    0.0000E+00    0.0000E+00    0.0000E+00
  290.9100    0.0000E+00    0.0000E+00    0.0000E+00
  290.9200    0.0000E+00    0.0000E+00    0.0000E+00
  290.9300    0.0000E+00    0.0000E+00    0.0000E+00
  290.9400    0.0000E+00    0.0000E+00    0.0000E+00
  290.9500    0.0000E+00    0.0000E+00    0.0000E+00
  290.9600    0.0000E+00    0.0000E+00    0.0000E+00
  290.9700    0.0000E+00    0.0000E+00    0.0000E+00
  290.9800    0.0000E+00    0.0000E+00    0.0000E+00
  290.9900    0.0000E+00    0.0000E+00    0.0000E+00
  291.0000    0.0000E+00    0.0000E+00    0.0000E+00
  291.0100    0.0000E+00    0.0000E+00    0.0000E+00
  291.0200    0.0000E+00    0.0000E+00    0.0000E+00
  291.0300    0.0000E+00    0.0000E+00    0.0000E+00
  291.0400    0.0000E+00    0.0000E+00    0.0000E+00
  291.0500    0.0000E+00    0.0000E+00    0.0000E+00
  291.0600    0.0000E+00    0.0000E+00    0.0000E+00
  291.0700    0.0000E+00    0.0000E+00    0.0000E+00
  291.0800    0.0000E+00    0.0000E+00    0.0000E+00
  291.0900    0.0000E+00    0.0000E+00    0.0000E+00
  291.1000    0.0000E+00    0.0000E+00    0.0000E+00
  291.1100    0.0000E+00    0.0000E+00    0.0000E+00
  291.1200    0.0000E+00    0.0000E+00    0.0000E+00
  291.1300    0.0000E+00    0.0000E+00    0.0000E+00
  291.1400    0.0000E+00    0.0000E+00    0.0000E+00
  291.1500    0.0000E+00    0.0000E+00    0.0000E+00
  291.1600    0.0000E+00    0.0000E+00    0.0000E+00
  291.1700    0.0000E+00    0.0000E+00    0.0000E+00
  291.1800    0.0000E+00    0.0000E+00    0.0000E+00
  291.1900    0.0000E+00    0.0000E+00    0.0000E+00
  291.2000    0.0000E+00    0.0000E+00    0.0000E+00
  291.2100    0.0000E+00    0.0000E+00    0.0000E+00
  291.2200    0.0000E+00    0.0000E+00    0.0000E+00
  291.2300    0.0000E+00    0.0000E+00    0.0000E+00
  291.2400    0.0000E+00    0.0000E+00    0.0000E+00
  291.2500    0.0000E+00    0.0000E+00    0.0000E+00
  291.2600    0.0000E+00    0.0000E+00    0.0000E+00
  291.2700    0.0000E+00    0.0000E+00    0.0000E+00
  291.2800    0.0000E+00    0.0000E+00    0.0000E+00
  291.2900    0.0000E+00    0.0000E+00    0.0000E+00
  291.3000    0.0000E+00    0.0000E+00    0.0000E+00
  291.3100    0.0000E+00    0.0000E+00    0.0000E+00
  291.3200    0.0000E+00    0.0000E+00    0.0000E+00
  291.3300    0.0000E+00    0.0000E+00    0.0000E+00
  291.3400    0.0000E+00    0.0000E+00    0.0000E+00
  291.3500    0.0000E+00    0.0000E+00    0.0000E+00
  291.3600    0.0000E+00    0.0000E+00    0.0000E+00
  291.3700    0.0000E+00    0.0000E+00    0.0000E+00
  291.3800    0.0000E+00    0.0000E+00    0.0000E+00
  291.3900    0.0000E+00    0.0000E+00    0.0000E+00
  291.4000    0.0000E+00    0.0000E+00    0.0000E+00
  291.4100    0.0000E+00    0.0000E+00    0.0000E+00
  291.4200    0.0000E+00    0.0000E+00    0.0000E+00
  291.4300    0.0000E+00    0.0000E+00    0.0000E+00
  291.4400    0.0000E+00    0.0000E+00    0.0000E+00
  291.4500    0.0000E+00    0.0000E+00    0.0000E+00
  291.4600    0.0000E+00    0.0000E+00    0.0000E+00
  291.4700    0.0000E+00    0.0000E+00    0.0000E+00
  291.4800    0.0000E+00    0.0000E+00    0.0000E+00
  291.4900    0.0000E+00    0.0000E+00    0.0000E+00
  291.5000    0.0000E+00    0.0000E+00    0.0000E+00
  291.5100    0.0000E+00    0.0000E+00    0.0000E+00
  291.5200    0.0000E+00    0.0000E+00    0.0000E+00
  291.5300    0.0000E+00    0.0000E+00    0.0000E+00
  291.5400    0.0000E+00    0.0000E+00    0.0000E+00
  291.5500    0.0000E+00    0.0000E+00    0.0000E+00
  291.5600    0.0000E+00    0.0000E+00    0.0000E+00
  291.5700    0.0000E+00    0.0000E+00    0.0000E+00
  291.5800    0.0000E+00    0.0000E+00    0.0000E+00
  291.5900    0.0000E+00    0.0000E+00    0.0000E+00
  291.6000    0.0000E+00    0.0000E+00    0.0000E+00
  291.6100    0.0000E+00    0.0000E+00    0.0000E+00
  291.6200    0.0000E+00    0.0000E+00    0.0000E+00
  291.6300    0.0000E+00    0.0000E+00    0.0000E+00
  291.6400    0.0000E+00    0.0000E+00    0.0000E+00
  291.6500    0.0000E+00    0.0000E+00    0.0000E+00
  291.6600    0.0000E+00    0.0000E+00    0.0000E+00
  291.6700    0.0000E+00    0.0000E+00    0.0000E+00
  291.6800    0.0000E+00    0.0000E+00    0.0000E+00
  291.6900    0.0000E+00    0.0000E+00    0.0000E+00
  291.7000    0.0000E+00    0.0000E+00    0.0000E+00
  291.7100    0.0000E+00    0.0000E+00    0.0000E+00
  291.7200    0.0000E+00    0.0000E+00    0.0000E+00
  291.7300    0.0000E+00    0.0000E+00    0.0000E+00
  291.7400    0.0000E+00    0.0000E+00    0.0000E+00
  291.7500    0.0000E+00    0.0000E+00    0.0000E+00
  291.7600    0.0000E+00    0.0000E+00    0.0000E+00
  291.7700    0.0000E+00    0.0000E+00    0.0000E+00
  291.7800    0.0000E+00    0.0000E+00    0.0000E+00
  291.7900    0.0000E+00    0.0000E+00    0.0000E+00
  291.8000    0.0000E+00    0.0000E+00    0.0000E+00
  291.8100    0.0000E+00    0.0000E+00    0.0000E+00
  291.8200    0.0000E+00    0.0000E+00    0.0000E+00
  291.8300    0.0000E+00    0.0000E+00    0.0000E+00
  291.8400    0.0000E+00    0.0000E+00    0.0000E+00
  291.8500    0.0000E+00    0.0000E+00    0.0000E+00
  291.8600    0.0000E+00    0.0000E+00    0.0000E+00
  291.8700    0.0000E+00    0.0000E+00    0.0000E+00
  291.8800    0.0000E+00    0.0000E+00    0.0000E+00
  291.8900    0.0000E+00    0.0000E+00    0.0000E+00
  291.9000    0.0000E+00    0.0000E+00    0.0000E+00
  291.9100    0.0000E+00    0.0000E+00    0.0000E+00
  291.9200    0.0000E+00    0.0000E+00    0.0000E+00
  291.9300    0.0000E+00    0.0000E+00    0.0000E+00
  291.9400    0.0000E+00    0.0000E+00    0.0000E+00
  291.9500    0.0000E+00    0.0000E+00    0.0000E+00
  291.9600    0.0000E+00    0.0000E+00    0.0000E+00
  291.9700    0.0000E+00    0.0000E+00    0.0000E+00
  291.9800    0.0000E+00    0.0000E+00    0.0000E+00
  291.9900    0.0000E+00    0.0000E+00    0.0000E+00
  292.0000    0.0000E+00    0.0000E+00    0.0000E+00
  292.0100    0.0000E+00    0.0000E+00    0.0000E+00
  292.0200    0.0000E+00    0.0000E+00    0.0000E+00
  292.0300    0.0000E+00    0.0000E+00    0.0000E+00
  292.0400    0.0000E+00    0.0000E+00    0.0000E+00
  292.0500    0.0000E+00    0.0000E+00    0.0000E+00
  292.0600    0.0000E+00    0.0000E+00    0.0000E+00
  292.0700    0.0000E+00    0.0000E+00    0.0000E+00
  292.0800    0.0000E+00    0.0000E+00    0.0000E+00
  292.0900    0.0000E+00    0.0000E+00    0.0000E+00
  292.1000    0.0000E+00    0.0000E+00    0.0000E+00
  292.1100    0.0000E+00    0.0000E+00    0.0000E+00
  292.1200    0.0000E+00    0.0000E+00    0.0000E+00
  292.1300    0.0000E+00    0.0000E+00    0.0000E+00
  292.1400    0.0000E+00    0.0000E+00    0.0000E+00
  292.1500    0.0000E+00    0.0000E+00    0.0000E+00
  292.1600    0.0000E+00    0.0000E+00    0.0000E+00
  292.1700    0.0000E+00    0.0000E+00    0.0000E+00
  292.1800    0.0000E+00    0.0000E+00    0.0000E+00
  292.1900    0.0000E+00    0.0000E+00    0.0000E+00
  292.2000    0.0000E+00    0.0000E+00    0.0000E+00
  292.2100    0.0000E+00    0.0000E+00    0.0000E+00
  292.2200    0.0000E+00    0.0000E+00    0.0000E+00
  292.2300    0.0000E+00    0.0000E+00    0.0000E+00
  292.2400    0.0000E+00    0.0000E+00    0.0000E+00
  292.2500    0.0000E+00    0.0000E+00    0.0000E+00
  292.2600    0.0000E+00    0.0000E+00    0.0000E+00
  292.2700    0.0000E+00    0.0000E+00    0.0000E+00
  292.2800    0.0000E+00    0.0000E+00    0.0000E+00
  292.2900    0.0000E+00    0.0000E+00    0.0000E+00
  292.3000    0.0000E+00    0.0000E+00    0.0000E+00
  292.3100    0.0000E+00    0.0000E+00    0.0000E+00
  292.3200    0.0000E+00    0.0000E+00    0.0000E+00
  292.3300    0.0000E+00    0.0000E+00    0.0000E+00
  292.3400    0.0000E+00    0.0000E+00    0.0000E+00
  292.3500    0.0000E+00    0.0000E+00    0.0000E+00
  292.3600    0.0000E+00    0.0000E+00    0.0000E+00
  292.3700    0.0000E+00    0.0000E+00    0.0000E+00
  292.3800    0.0000E+00    0.0000E+00    0.0000E+00
  292.3900    0.0000E+00    0.0000E+00    0.0000E+00
  292.4000    0.0000E+00    0.0000E+00    0.0000E+00
  292.4100    0.0000E+00    0.0000E+00    0.0000E+00
  292.4200    0.0000E+00    0.0000E+00    0.0000E+00
  292.4300    0.0000E+00    0.0000E+00    0.0000E+00
  292.4400    0.0000E+00    0.0000E+00    0.0000E+00
  292.4500    0.0000E+00    0.0000E+00    0.0000E+00
  292.4600    0.0000E+00    0.0000E+00    0.0000E+00
  292.4700    0.0000E+00    0.0000E+00    0.0000E+00
  292.4800    0.0000E+00    0.0000E+00    0.0000E+00
  292.4900    0.0000E+00    0.0000E+00    0.0000E+00
  292.5000    0.0000E+00    0.0000E+00    0.0000E+00
  292.5100    0.0000E+00    0.0000E+00    0.0000E+00
  292.5200    0.0000E+00    0.0000E+00    0.0000E+00
  292.5300    0.0000E+00    0.0000E+00    0.0000E+00
  292.5400    0.0000E+00    0.0000E+00    0.0000E+00
  292.5500    0.0000E+00    0.0000E+00    0.0000E+00
  292.5600    0.0000E+00    0.0000E+00    0.0000E+00
  292.5700    0.0000E+00    0.0000E+00    0.0000E+00
  292.5800    0.0000E+00    0.0000E+00    0.0000E+00
  292.5900    0.0000E+00    0.0000E+00    0.0000E+00
  292.6000    0.0000E+00    0.0000E+00    0.0000E+00
  292.6100    0.0000E+00    0.0000E+00    0.0000E+00
  292.6200    0.0000E+00    0.0000E+00    0.0000E+00
  292.6300    0.0000E+00    0.0000E+00    0.0000E+00
  292.6400    0.0000E+00    0.0000E+00    0.0000E+00
  292.6500    0.0000E+00    0.0000E+00    0.0000E+00
  292.6600    0.0000E+00    0.0000E+00    0.0000E+00
  292.6700    0.0000E+00    0.0000E+00    0.0000E+00
  292.6800    0.0000E+00    0.0000E+00    0.0000E+00
  292.6900    0.0000E+00    0.0000E+00    0.0000E+00
  292.7000    0.0000E+00    0.0000E+00    0.0000E+00
  292.7100    0.0000E+00    0.0000E+00    0.0000E+00
  292.7200    0.0000E+00    0.0000E+00    0.0000E+00
  292.7300    0.0000E+00    0.0000E+00    0.0000E+00
  292.7400    0.0000E+00    0.0000E+00    0.0000E+00
  292.7500    0.0000E+00    0.0000E+00    0.0000E+00
  292.7600    0.0000E+00    0.0000E+00    0.0000E+00
  292.7700    0.0000E+00    0.0000E+00    0.0000E+00
  292.7800    0.0000E+00    0.0000E+00    0.0000E+00
  292.7900    0.0000E+00    0.0000E+00    0.0000E+00
  292.8000    0.0000E+00    0.0000E+00    0.0000E+00
  292.8100    0.0000E+00    0.0000E+00    0.0000E+00
  292.8200    0.0000E+00    0.0000E+00    0.0000E+00
  292.8300    0.0000E+00    0.0000E+00    0.0000E+00
  292.8400    0.0000E+00    0.0000E+00    0.0000E+00
  292.8500    0.0000E+00    0.0000E+00    0.0000E+00
  292.8600    0.0000E+00    0.0000E+00    0.0000E+00
  292.8700    0.0000E+00    0.0000E+00    0.0000E+00
  292.8800    0.0000E+00    0.0000E+00    0.0000E+00
  292.8900    0.0000E+00    0.0000E+00    0.0000E+00
  292.9000    0.0000E+00    0.0000E+00    0.0000E+00
  292.9100    0.0000E+00    0.0000E+00    0.0000E+00
  292.9200    0.0000E+00    0.0000E+00    0.0000E+00
  292.9300    0.0000E+00    0.0000E+00    0.0000E+00
  292.9400    0.0000E+00    0.0000E+00    0.0000E+00
  292.9500    0.0000E+00    0.0000E+00    0.0000E+00
  292.9600    0.0000E+00    0.0000E+00    0.0000E+00
  292.9700    0.0000E+00    0.0000E+00    0.0000E+00
  292.9800    0.0000E+00    0.0000E+00    0.0000E+00
  292.9900    0.0000E+00    0.0000E+00    0.0000E+00
  293.0000    0.0000E+00    0.0000E+00    0.0000E+00
  293.0100    0.0000E+00    0.0000E+00    0.0000E+00
  293.0200    0.0000E+00    0.0000E+00    0.0000E+00
  293.0300    0.0000E+00    0.0000E+00    0.0000E+00
  293.0400    0.0000E+00    0.0000E+00    0.0000E+00
  293.0500    0.0000E+00    0.0000E+00    0.0000E+00
  293.0600    0.0000E+00    0.0000E+00    0.0000E+00
  293.0700    0.0000E+00    0.0000E+00    0.0000E+00
  293.0800    0.0000E+00    0.0000E+00    0.0000E+00
  293.0900    0.0000E+00    0.0000E+00    0.0000E+00
  293.1000    0.0000E+00    0.0000E+00    0.0000E+00
  293.1100    0.0000E+00    0.0000E+00    0.0000E+00
  293.1200    0.0000E+00    0.0000E+00    0.0000E+00
  293.1300    0.0000E+00    0.0000E+00    0.0000E+00
  293.1400    0.0000E+00    0.0000E+00    0.0000E+00
  293.1500    0.0000E+00    0.0000E+00    0.0000E+00
  293.1600    0.0000E+00    0.0000E+00    0.0000E+00
  293.1700    0.0000E+00    0.0000E+00    0.0000E+00
  293.1800    0.0000E+00    0.0000E+00    0.0000E+00
  293.1900    0.0000E+00    0.0000E+00    0.0000E+00
  293.2000    0.0000E+00    0.0000E+00    0.0000E+00
  293.2100    0.0000E+00    0.0000E+00    0.0000E+00
  293.2200    0.0000E+00    0.0000E+00    0.0000E+00
  293.2300    0.0000E+00    0.0000E+00    0.0000E+00
  293.2400    0.0000E+00    0.0000E+00    0.0000E+00
  293.2500    0.0000E+00    0.0000E+00    0.0000E+00
  293.2600    0.0000E+00    0.0000E+00    0.0000E+00
  293.2700    0.0000E+00    0.0000E+00    0.0000E+00
  293.2800    0.0000E+00    0.0000E+00    0.0000E+00
  293.2900    0.0000E+00    0.0000E+00    0.0000E+00
  293.3000    0.0000E+00    0.0000E+00    0.0000E+00
  293.3100    0.0000E+00    0.0000E+00    0.0000E+00
  293.3200    0.0000E+00    0.0000E+00    0.0000E+00
  293.3300    0.0000E+00    0.0000E+00    0.0000E+00
  293.3400    0.0000E+00    0.0000E+00    0.0000E+00
  293.3500    0.0000E+00    0.0000E+00    0.0000E+00
  293.3600    0.0000E+00    0.0000E+00    0.0000E+00
  293.3700    0.0000E+00    0.0000E+00    0.0000E+00
  293.3800    0.0000E+00    0.0000E+00    0.0000E+00
  293.3900    0.0000E+00    0.0000E+00    0.0000E+00
  293.4000    0.0000E+00    0.0000E+00    0.0000E+00
  293.4100    0.0000E+00    0.0000E+00    0.0000E+00
  293.4200    0.0000E+00    0.0000E+00    0.0000E+00
  293.4300    0.0000E+00    0.0000E+00    0.0000E+00
  293.4400    0.0000E+00    0.0000E+00    0.0000E+00
  293.4500    0.0000E+00    0.0000E+00    0.0000E+00
  293.4600    0.0000E+00    0.0000E+00    0.0000E+00
  293.4700    0.0000E+00    0.0000E+00    0.0000E+00
  293.4800    0.0000E+00    0.0000E+00    0.0000E+00
  293.4900    0.0000E+00    0.0000E+00    0.0000E+00
  293.5000    0.0000E+00    0.0000E+00    0.0000E+00
  293.5100    0.0000E+00    0.0000E+00    0.0000E+00
  293.5200    0.0000E+00    0.0000E+00    0.0000E+00
  293.5300    0.0000E+00    0.0000E+00    0.0000E+00
  293.5400    0.0000E+00    0.0000E+00    0.0000E+00
  293.5500    0.0000E+00    0.0000E+00    0.0000E+00
  293.5600    0.0000E+00    0.0000E+00    0.0000E+00
  293.5700    0.0000E+00    0.0000E+00    0.0000E+00
  293.5800    0.0000E+00    0.0000E+00    0.0000E+00
  293.5900    0.0000E+00    0.0000E+00    0.0000E+00
  293.6000    0.0000E+00    0.0000E+00    0.0000E+00
  293.6100    0.0000E+00    0.0000E+00    0.0000E+00
  293.6200    0.0000E+00    0.0000E+00    0.0000E+00
  293.6300    0.0000E+00    0.0000E+00    0.0000E+00
  293.6400    0.0000E+00    0.0000E+00    0.0000E+00
